business_id,business_type,location_type,years_in_business,num_employees,owner_gender,owner_age,education_level,monthly_revenue,monthly_expenses,cash_flow_volatility,mobile_money_frequency,mobile_money_volume,mobile_money_consistency,has_bank_account,bank_account_age,savings_balance,num_suppliers,num_customers,digital_payment_adoption,social_media_presence,mobile_money_score,business_score,banking_score,digital_score,demo_score,credit_score,traditional_score,traditional_approval,ai_approval,actually_creditworthy
SME_00387,retail,urban,0.6,4,male,42.1,3,10660,8294.0,0.1,22.0,4052.0,0.63,1,1.5,570.0,7,26,0.12,0,0.39,0.2,0.53,0.07,0.51,0.35,0.35,0,0,0
SME_00388,manufacturing,rural,0.6,9,female,56.6,1,26793,20554.0,0.1,2.0,4360.0,0.74,1,5.3,642.0,3,20,0.2,1,0.28,0.26,0.61,0.52,0.42,0.39,0.26,0,0,0
SME_00389,manufacturing,urban,0.2,6,female,48.2,4,15658,12649.0,0.1,4.0,6238.0,0.7,1,2.6,4310.0,6,30,0.12,0,0.35,0.21,0.58,0.07,0.66,0.35,0.27,0,0,0
SME_00390,food,urban,2.7,11,male,43.0,2,15595,12393.0,0.47,34.0,5178.0,0.58,0,0.0,0.0,2,24,0.4,0,0.41,0.23,0.0,0.24,0.42,0.26,0.26,0,0,0
SME_00391,agriculture,urban,5.5,9,male,43.6,3,21250,18240.0,0.1,5.0,6757.0,0.72,1,5.3,17860.0,5,25,0.66,0,0.33,0.28,0.71,0.4,0.52,0.39,0.39,0,0,0
SME_00392,agriculture,urban,0.1,8,male,38.5,3,15125,13662.0,0.1,7.0,3151.0,0.61,1,2.2,2219.0,4,30,0.23,0,0.27,0.18,0.56,0.14,0.49,0.29,0.29,0,0,0
SME_00393,manufacturing,urban,0.2,8,male,44.7,3,84017,65052.0,0.11,39.0,22158.0,0.52,1,1.1,2358.0,5,20,0.66,1,0.39,0.39,0.54,0.8,0.53,0.45,0.45,0,0,0
SME_00394,agriculture,urban,2.6,7,female,18.0,4,11870,8943.0,0.22,2.0,3516.0,0.24,1,2.3,1327.0,2,29,0.42,1,0.17,0.24,0.55,0.65,0.43,0.34,0.26,0,0,0
SME_00395,tech,rural,5.1,7,male,34.4,2,34620,30006.0,0.16,14.0,9905.0,0.83,1,1.0,3516.0,3,22,0.19,1,0.39,0.3,0.54,0.51,0.35,0.4,0.35,0,0,0
SME_00396,manufacturing,urban,1.2,7,male,40.9,3,27749,24074.0,0.1,1.0,8644.0,0.79,0,0.0,0.0,5,30,0.21,0,0.33,0.23,0.0,0.13,0.51,0.27,0.27,0,0,0
SME_00397,agriculture,urban,1.3,7,male,24.2,1,15131,14000.0,0.95,11.0,1887.0,0.35,1,2.5,1197.0,2,29,0.36,1,0.19,0.14,0.56,0.62,0.18,0.29,0.29,0,0,0
SME_00398,manufacturing,rural,2.7,12,male,42.6,3,21919,15431.0,0.92,30.0,4531.0,0.97,0,0.0,0.0,6,23,0.11,1,0.47,0.26,0.0,0.47,0.51,0.34,0.29,0,0,0
SME_00399,manufacturing,rural,1.0,11,male,35.5,3,14241,13006.0,0.1,2.0,3278.0,0.68,1,2.6,7797.0,4,26,0.94,0,0.28,0.19,0.6,0.56,0.46,0.33,0.28,0,0,0
SME_00400,retail,urban,0.1,7,male,59.1,3,8357,6938.0,0.39,55.0,1489.0,0.79,1,0.5,1032.0,2,23,0.11,0,0.51,0.17,0.52,0.07,0.64,0.35,0.35,0,0,0
SME_00401,tech,urban,4.0,4,male,56.9,1,50008,42773.0,0.26,60.0,7591.0,0.99,1,6.3,1720.0,2,24,0.26,1,0.58,0.31,0.64,0.56,0.42,0.51,0.51,0,0,0
SME_00402,agriculture,urban,2.9,14,male,32.4,3,25500,18432.0,0.1,3.0,3613.0,0.74,1,0.1,1294.0,5,23,0.67,0,0.28,0.31,0.51,0.4,0.43,0.38,0.38,0,0,0
SME_00403,manufacturing,rural,2.6,10,male,36.2,1,60326,48753.0,0.1,100.0,12663.0,0.95,1,0.8,270.0,2,24,0.19,1,0.75,0.36,0.52,0.51,0.26,0.53,0.48,0,0,0
SME_00404,agriculture,rural,4.1,11,female,37.1,1,20472,15494.0,0.2,9.0,5078.0,0.16,1,0.6,617.0,2,30,0.59,1,0.16,0.29,0.52,0.75,0.28,0.35,0.22,0,0,0
SME_00405,manufacturing,urban,3.4,5,male,32.6,3,23833,18198.0,0.16,2.0,2834.0,0.75,1,0.1,630.0,4,23,0.1,0,0.27,0.28,0.51,0.06,0.44,0.31,0.31,0,0,0
SME_00406,agriculture,rural,0.7,13,male,40.3,2,9084,7504.0,0.1,1.0,3488.0,0.83,1,1.0,3549.0,5,18,0.14,1,0.37,0.2,0.54,0.48,0.39,0.39,0.34,0,0,0
SME_00407,retail,rural,1.3,8,male,28.9,3,7506,6779.0,0.49,13.0,2474.0,0.91,1,2.0,1566.0,3,21,0.46,0,0.42,0.16,0.55,0.28,0.4,0.34,0.29,0,0,0
SME_00408,tech,urban,0.4,5,female,24.4,2,100000,88595.0,0.2,25.0,31926.0,0.87,1,4.3,4569.0,4,24,0.38,0,0.46,0.39,0.61,0.23,0.27,0.43,0.35,0,0,0
SME_00409,retail,rural,0.4,7,male,45.5,1,7487,6347.0,0.32,10.0,1137.0,0.35,1,9.1,3703.0,4,27,0.36,0,0.19,0.17,0.7,0.22,0.34,0.28,0.23,0,0,0
SME_00410,agriculture,urban,3.4,8,female,45.6,3,9173,7658.0,0.1,45.0,2579.0,0.4,1,3.3,640.0,5,27,0.32,1,0.38,0.23,0.57,0.59,0.54,0.4,0.32,0,0,0
SME_00411,food,urban,5.9,10,male,28.3,2,10638,8583.0,0.23,32.0,2754.0,0.86,1,1.3,2483.0,3,25,0.28,0,0.46,0.27,0.54,0.17,0.3,0.37,0.37,0,0,0
SME_00412,food,urban,9.9,5,male,48.7,1,17597,16597.0,0.11,11.0,6946.0,0.94,1,2.6,4075.0,3,27,0.5,1,0.44,0.29,0.58,0.7,0.36,0.44,0.44,0,0,0
SME_00413,services,urban,3.0,5,male,30.4,3,25697,21587.0,0.22,33.0,8334.0,0.51,1,3.7,3008.0,6,24,0.77,0,0.38,0.25,0.59,0.46,0.42,0.39,0.39,0,0,0
SME_00414,services,urban,0.6,4,male,41.0,2,17999,13742.0,0.46,71.0,4909.0,0.56,1,1.3,2749.0,5,27,0.43,0,0.53,0.21,0.54,0.26,0.4,0.38,0.38,0,0,0
SME_00415,agriculture,rural,0.3,5,female,47.8,2,15772,11948.0,0.44,2.0,5603.0,0.63,1,3.1,4037.0,8,18,0.85,0,0.3,0.2,0.59,0.51,0.45,0.36,0.23,0,0,0
SME_00416,retail,urban,5.0,12,male,37.6,2,4189,3573.0,0.13,9.0,614.0,0.88,0,0.0,0.0,2,28,0.45,1,0.34,0.23,0.0,0.67,0.38,0.31,0.31,0,0,0
SME_00417,agriculture,urban,2.6,2,male,43.5,3,16261,13508.0,0.36,16.0,1700.0,0.71,1,1.0,3944.0,6,29,0.51,1,0.31,0.21,0.54,0.71,0.53,0.39,0.39,0,0,0
SME_00418,services,urban,2.9,7,male,31.8,3,27513,19312.0,0.85,17.0,8448.0,0.82,1,1.5,955.0,6,31,0.29,1,0.41,0.27,0.54,0.57,0.44,0.41,0.41,0,0,0
SME_00419,manufacturing,rural,4.6,9,male,35.6,3,17916,16259.0,0.29,20.0,2320.0,0.78,0,0.0,0.0,6,23,0.46,0,0.35,0.23,0.0,0.28,0.46,0.25,0.2,0,0,0
SME_00420,manufacturing,urban,3.6,9,male,35.5,1,23259,20376.0,0.1,9.0,3131.0,0.46,1,2.6,832.0,4,21,0.04,0,0.21,0.25,0.56,0.02,0.26,0.27,0.27,0,0,0
SME_00421,manufacturing,urban,5.4,7,male,29.0,3,15404,13332.0,0.34,28.0,4982.0,0.38,1,0.9,5476.0,4,24,0.04,1,0.32,0.24,0.55,0.42,0.41,0.34,0.34,0,0,0
SME_00422,retail,urban,0.2,10,female,35.9,3,19643,14088.0,0.1,26.0,3559.0,0.58,1,1.7,1965.0,4,28,0.77,0,0.33,0.25,0.55,0.46,0.47,0.37,0.29,0,0,0
SME_00423,agriculture,urban,4.1,8,male,19.4,3,11695,9245.0,0.62,22.0,3375.0,0.95,1,4.8,3090.0,1,35,0.16,0,0.46,0.23,0.61,0.1,0.35,0.35,0.35,0,0,0
SME_00424,retail,rural,5.7,10,male,32.1,2,8809,8226.0,0.22,3.0,3305.0,0.63,1,7.5,4741.0,2,27,0.58,0,0.31,0.22,0.68,0.35,0.34,0.35,0.3,0,0,0
SME_00425,agriculture,rural,1.0,10,female,34.6,3,15278,13989.0,0.15,16.0,2978.0,0.48,1,0.5,6770.0,5,27,0.82,1,0.27,0.19,0.55,0.89,0.45,0.35,0.22,0,0,0
SME_00426,agriculture,urban,3.1,3,male,34.9,3,28562,22032.0,0.1,11.0,4717.0,0.35,0,0.0,0.0,5,28,0.22,1,0.2,0.28,0.0,0.53,0.46,0.23,0.23,0,0,0
SME_00427,manufacturing,rural,1.1,4,female,35.1,1,23507,17378.0,0.14,17.0,3102.0,0.97,1,2.3,483.0,5,27,0.59,0,0.4,0.25,0.55,0.35,0.26,0.39,0.26,0,0,0
SME_00428,agriculture,rural,9.5,7,male,37.3,2,9671,7855.0,0.7,64.0,1346.0,0.97,1,1.1,5783.0,3,28,0.41,1,0.59,0.28,0.56,0.65,0.38,0.51,0.46,0,0,0
SME_00429,retail,rural,0.1,7,female,43.8,3,8573,6764.0,0.1,16.0,1017.0,0.48,1,0.0,2892.0,4,30,0.58,1,0.24,0.19,0.52,0.75,0.53,0.35,0.22,0,0,0
SME_00430,retail,urban,2.6,8,male,48.5,1,17382,15132.0,0.19,1.0,2195.0,0.4,1,0.9,2821.0,8,27,0.38,0,0.16,0.22,0.53,0.23,0.36,0.25,0.25,0,0,0
SME_00431,manufacturing,urban,0.5,4,female,30.2,4,30361,28588.0,0.8,14.0,6971.0,0.53,0,0.0,0.0,7,26,0.71,0,0.28,0.17,0.0,0.43,0.52,0.26,0.18,0,0,0
SME_00432,services,urban,3.7,9,female,23.6,3,13309,10524.0,0.15,43.0,2612.0,0.8,1,3.2,858.0,1,39,0.48,1,0.47,0.25,0.57,0.69,0.38,0.46,0.38,0,0,0
SME_00433,retail,rural,0.6,13,male,25.5,2,4319,3090.0,0.17,38.0,1347.0,0.7,1,1.4,822.0,5,27,0.13,1,0.46,0.22,0.53,0.48,0.28,0.41,0.36,0,0,0
SME_00434,retail,urban,0.8,8,female,32.2,1,6380,5898.0,0.26,18.0,2304.0,0.44,0,0.0,0.0,5,27,0.46,0,0.31,0.15,0.0,0.28,0.24,0.22,0.14,0,0,0
SME_00435,services,urban,2.0,9,male,33.8,1,27554,19549.0,0.19,7.0,9242.0,0.92,1,1.7,4169.0,2,27,0.36,1,0.4,0.29,0.56,0.62,0.25,0.39,0.39,0,0,0
SME_00436,retail,urban,7.4,10,male,28.8,4,9148,8583.0,0.1,16.0,2371.0,0.75,1,0.5,1778.0,6,22,0.01,1,0.37,0.25,0.52,0.41,0.51,0.35,0.35,0,0,0
SME_00437,manufacturing,rural,0.7,5,male,22.4,1,19606,16982.0,0.1,21.0,2563.0,0.97,1,1.5,3014.0,3,33,0.87,1,0.41,0.2,0.55,0.92,0.17,0.43,0.38,0,0,0
SME_00438,services,urban,0.5,6,male,32.5,3,14643,13697.0,0.28,100.0,4582.0,0.65,1,0.0,1807.0,4,18,0.29,0,0.69,0.16,0.51,0.17,0.43,0.45,0.45,0,0,0
SME_00439,retail,rural,4.3,5,male,40.2,2,8276,6206.0,0.76,26.0,1728.0,1.0,0,0.0,0.0,1,34,0.7,0,0.47,0.22,0.0,0.42,0.4,0.31,0.26,0,0,0
SME_00440,retail,rural,2.1,10,male,45.1,1,7269,5162.0,0.1,30.0,914.0,0.32,1,0.8,5182.0,8,36,0.45,1,0.25,0.25,0.55,0.67,0.34,0.35,0.3,0,0,0
SME_00441,food,urban,7.3,7,male,31.3,1,11654,9580.0,0.1,17.0,4111.0,0.54,0,0.0,0.0,2,24,0.03,1,0.34,0.28,0.0,0.42,0.23,0.29,0.29,0,0,0
SME_00442,agriculture,rural,0.5,9,female,33.0,2,20586,16729.0,0.14,11.0,4147.0,0.78,1,2.0,3566.0,2,19,0.53,0,0.34,0.22,0.56,0.32,0.33,0.36,0.23,0,0,0
SME_00443,agriculture,urban,3.1,11,female,26.9,4,28860,22594.0,0.5,42.0,4776.0,0.68,1,1.0,4645.0,5,24,0.78,1,0.42,0.27,0.55,0.87,0.49,0.46,0.38,0,0,0
SME_00444,manufacturing,rural,0.8,7,male,37.6,2,13129,12334.0,0.1,17.0,4745.0,0.5,1,0.0,1778.0,3,23,0.58,1,0.33,0.17,0.51,0.75,0.37,0.37,0.32,0,0,0
SME_00445,tech,urban,0.5,8,male,27.8,2,59280,53687.0,0.64,100.0,21972.0,0.88,1,0.6,1171.0,4,20,0.23,1,0.78,0.27,0.52,0.54,0.3,0.51,0.51,0,0,0
SME_00446,food,rural,3.5,9,male,44.9,2,7329,6342.0,0.1,15.0,1478.0,0.77,0,0.0,0.0,6,30,0.47,0,0.35,0.22,0.0,0.28,0.44,0.25,0.2,0,0,0
SME_00447,manufacturing,rural,2.7,9,male,18.0,2,22636,16767.0,0.85,2.0,4673.0,0.44,1,0.2,4785.0,3,23,0.78,1,0.2,0.24,0.53,0.87,0.22,0.36,0.31,0,0,0
SME_00448,agriculture,rural,4.2,5,male,33.7,2,13580,11999.0,0.25,29.0,3719.0,0.71,1,0.2,1192.0,8,26,0.31,1,0.41,0.22,0.51,0.59,0.35,0.4,0.35,0,0,0
SME_00449,retail,rural,1.1,10,male,41.6,3,7347,6478.0,0.32,1.0,2351.0,0.19,1,2.1,1326.0,5,31,0.48,0,0.16,0.17,0.55,0.29,0.51,0.25,0.2,0,0,0
SME_00450,manufacturing,urban,1.8,8,male,40.2,2,35638,28734.0,0.14,7.0,4239.0,0.66,0,0.0,0.0,1,22,0.66,0,0.26,0.28,0.0,0.4,0.39,0.24,0.24,0,0,0
SME_00451,services,rural,1.6,11,female,70.0,2,19633,18282.0,0.46,11.0,5458.0,0.15,1,0.8,2072.0,4,28,0.03,0,0.17,0.19,0.53,0.02,0.63,0.26,0.13,0,0,0
SME_00452,agriculture,rural,12.4,8,male,42.2,1,13500,10014.0,0.1,34.0,5209.0,0.74,1,1.3,3637.0,1,19,0.29,1,0.47,0.38,0.55,0.57,0.31,0.45,0.4,0,0,0
SME_00453,tech,urban,1.0,5,male,26.0,4,40145,30785.0,0.1,17.0,7171.0,0.32,1,5.8,4433.0,4,20,0.04,0,0.22,0.29,0.64,0.02,0.48,0.31,0.31,0,0,0
SME_00454,retail,urban,1.0,9,male,36.9,1,8085,5787.0,0.15,1.0,3013.0,0.9,1,5.8,1496.0,3,26,0.55,1,0.39,0.23,0.62,0.73,0.27,0.42,0.42,0,0,0
SME_00455,agriculture,rural,1.3,9,male,18.0,1,6746,6064.0,0.58,24.0,2598.0,0.94,1,0.7,3264.0,3,24,0.75,1,0.49,0.15,0.53,0.85,0.12,0.43,0.38,0,0,0
SME_00456,retail,rural,2.5,9,male,37.0,3,5685,4863.0,0.42,13.0,1028.0,0.12,1,3.3,3826.0,4,26,0.79,1,0.14,0.19,0.59,0.87,0.47,0.35,0.3,0,0,0
SME_00457,agriculture,rural,0.9,5,male,28.0,2,26304,20484.0,0.22,64.0,8582.0,0.33,1,1.8,1057.0,4,23,0.19,1,0.45,0.24,0.54,0.51,0.3,0.39,0.34,0,0,0
SME_00458,retail,urban,7.4,10,male,49.0,2,7576,5613.0,0.25,17.0,1300.0,0.26,0,0.0,0.0,2,31,0.49,1,0.2,0.3,0.0,0.69,0.47,0.28,0.28,0,0,0
SME_00459,retail,rural,0.9,10,male,31.4,2,4963,3524.0,0.1,31.0,1595.0,0.32,1,1.3,6752.0,4,26,0.81,0,0.32,0.23,0.57,0.49,0.33,0.34,0.29,0,0,0
SME_00460,retail,urban,6.8,9,female,36.6,3,11819,8766.0,0.55,6.0,4009.0,0.38,1,3.0,3391.0,3,28,0.33,1,0.24,0.28,0.58,0.6,0.47,0.38,0.3,0,0,0
SME_00461,services,rural,0.3,8,female,30.4,1,14352,11673.0,0.46,36.0,2500.0,0.86,0,0.0,0.0,3,28,0.03,0,0.45,0.19,0.0,0.02,0.22,0.27,0.14,0,0,0
SME_00462,services,urban,3.2,8,male,58.9,3,18032,13737.0,0.32,32.0,5676.0,0.5,0,0.0,0.0,6,27,0.33,0,0.37,0.26,0.0,0.2,0.64,0.27,0.27,0,0,0
SME_00463,services,rural,7.1,10,male,34.1,2,26355,20155.0,0.19,59.0,9056.0,0.88,0,0.0,0.0,5,25,0.72,0,0.6,0.34,0.0,0.43,0.35,0.38,0.33,0,0,0
SME_00464,food,rural,0.6,10,male,60.0,2,12456,11446.0,1.0,1.0,2586.0,0.23,1,0.6,2505.0,5,28,0.56,1,0.14,0.13,0.53,0.74,0.55,0.27,0.22,0,0,0
SME_00465,agriculture,urban,10.4,3,male,47.8,2,12619,10458.0,0.63,15.0,1897.0,0.85,0,0.0,0.0,3,12,0.14,0,0.36,0.29,0.0,0.08,0.44,0.27,0.27,0,0,0
SME_00466,retail,rural,1.8,14,male,43.8,1,6750,5956.0,0.31,28.0,861.0,0.76,0,0.0,0.0,3,21,0.72,1,0.38,0.19,0.0,0.83,0.32,0.29,0.24,0,0,0
SME_00467,manufacturing,urban,8.7,11,male,42.4,3,26581,18844.0,0.14,3.0,7246.0,0.64,1,5.8,9447.0,5,35,0.17,1,0.29,0.38,0.67,0.5,0.52,0.43,0.43,0,0,0
SME_00468,retail,rural,3.4,8,male,42.7,2,11351,8982.0,0.29,13.0,4466.0,0.7,1,1.4,5816.0,1,24,0.52,0,0.38,0.23,0.56,0.31,0.41,0.37,0.32,0,0,0
SME_00469,food,rural,1.1,8,male,18.0,2,8840,7247.0,0.26,71.0,3066.0,0.57,1,2.0,33.0,3,26,0.49,1,0.56,0.19,0.54,0.69,0.23,0.45,0.4,0,0,0
SME_00470,retail,urban,0.6,8,male,34.7,2,5076,3790.0,0.15,14.0,1171.0,0.67,1,2.0,6508.0,3,24,0.66,1,0.33,0.2,0.58,0.8,0.35,0.4,0.4,0,0,0
SME_00471,food,rural,1.1,9,female,48.1,4,9808,7160.0,0.11,100.0,2560.0,0.71,1,0.3,234.0,7,18,0.49,0,0.69,0.23,0.51,0.29,0.65,0.47,0.34,0,0,0
SME_00472,retail,rural,0.3,12,female,37.4,2,4325,3969.0,0.16,1.0,795.0,0.37,1,1.0,5715.0,3,23,0.01,1,0.17,0.16,0.55,0.41,0.37,0.29,0.16,0,0,0
SME_00473,manufacturing,urban,0.5,13,female,21.1,4,77861,72789.0,0.26,32.0,11595.0,0.64,1,2.5,986.0,6,32,0.01,1,0.36,0.33,0.56,0.41,0.46,0.37,0.29,0,0,0
SME_00474,agriculture,urban,0.3,11,male,37.4,2,10601,7630.0,0.17,22.0,2593.0,0.87,1,7.2,2825.0,3,41,0.49,0,0.42,0.23,0.66,0.29,0.39,0.37,0.37,0,0,0
SME_00475,food,rural,1.6,7,female,58.4,1,9373,7379.0,0.1,17.0,2241.0,0.97,1,0.4,116.0,6,36,0.42,0,0.43,0.22,0.51,0.25,0.45,0.36,0.23,0,0,0
SME_00476,retail,rural,4.8,7,male,53.0,1,8870,8334.0,0.43,88.0,2276.0,0.29,0,0.0,0.0,7,28,0.73,1,0.52,0.19,0.0,0.84,0.4,0.37,0.32,0,0,0
SME_00477,services,rural,0.5,5,female,37.3,2,13364,9633.0,0.23,3.0,5156.0,0.92,1,0.2,355.0,5,27,0.55,1,0.4,0.22,0.51,0.73,0.38,0.38,0.25,0,0,0
SME_00478,food,rural,0.4,6,male,49.4,1,8904,7666.0,0.1,57.0,2504.0,0.72,1,0.6,1586.0,3,19,0.72,1,0.53,0.18,0.52,0.83,0.36,0.45,0.4,0,0,0
SME_00479,agriculture,urban,3.1,3,female,33.6,1,18467,17415.0,0.14,29.0,5203.0,0.75,1,0.9,5102.0,1,22,0.08,0,0.43,0.2,0.55,0.05,0.24,0.33,0.25,0,0,0
SME_00480,services,rural,0.7,9,male,18.0,4,27619,26088.0,0.65,7.0,3823.0,0.9,1,1.6,3566.0,3,18,0.62,1,0.34,0.18,0.55,0.77,0.42,0.4,0.35,0,0,0
SME_00481,services,urban,0.3,13,female,26.9,3,26507,21678.0,0.42,58.0,10575.0,0.25,1,0.5,18.0,1,20,0.49,0,0.43,0.23,0.51,0.29,0.39,0.37,0.29,0,0,0
SME_00482,agriculture,urban,0.5,7,female,56.8,3,28181,20873.0,0.12,14.0,9352.0,1.0,1,0.5,1548.0,5,31,0.54,1,0.46,0.26,0.52,0.72,0.63,0.45,0.37,0,0,0
SME_00483,services,urban,7.7,7,male,34.7,1,12829,9628.0,0.84,42.0,4659.0,0.75,1,3.0,128.0,1,18,0.73,1,0.5,0.28,0.56,0.84,0.25,0.49,0.49,0,0,0
SME_00484,services,urban,5.2,11,male,35.1,1,22139,20421.0,0.1,12.0,4966.0,0.53,1,6.6,3358.0,9,23,0.35,1,0.27,0.26,0.65,0.61,0.25,0.38,0.38,0,0,0
SME_00485,tech,urban,1.3,6,female,34.4,1,55331,51343.0,0.98,48.0,13868.0,0.9,1,0.8,10416.0,8,29,0.06,0,0.54,0.24,0.58,0.04,0.26,0.39,0.31,0,0,0
SME_00486,retail,urban,3.2,9,male,60.8,3,11968,10196.0,0.1,25.0,3071.0,0.92,1,2.3,3195.0,5,25,0.29,1,0.45,0.23,0.57,0.57,0.65,0.43,0.43,0,0,0
SME_00487,retail,rural,2.3,13,female,57.5,4,13872,12367.0,0.1,4.0,2195.0,0.75,1,0.6,762.0,3,22,0.32,0,0.29,0.22,0.52,0.19,0.73,0.33,0.2,0,0,0
SME_00488,food,urban,3.4,11,male,64.6,2,11901,10532.0,0.17,26.0,3652.0,0.85,1,5.3,1317.0,6,26,0.52,0,0.45,0.22,0.61,0.31,0.58,0.39,0.39,0,0,0
SME_00489,manufacturing,urban,3.4,11,male,36.1,1,27633,23915.0,0.13,5.0,10249.0,0.75,1,2.2,11272.0,3,20,0.39,1,0.36,0.27,0.61,0.63,0.26,0.38,0.38,0,0,0
SME_00490,agriculture,urban,3.0,8,male,41.5,2,19314,17514.0,0.23,13.0,2880.0,0.48,0,0.0,0.0,4,22,0.71,1,0.24,0.22,0.0,0.83,0.4,0.27,0.27,0,0,0
SME_00491,services,urban,0.9,12,male,19.8,2,9574,8342.0,0.48,5.0,1205.0,0.94,1,0.1,2473.0,2,23,0.14,1,0.34,0.17,0.52,0.48,0.24,0.35,0.35,0,0,0
SME_00492,retail,urban,0.1,12,female,55.7,2,9459,7884.0,0.55,1.0,3041.0,0.97,0,0.0,0.0,2,27,0.51,1,0.39,0.17,0.0,0.71,0.52,0.3,0.22,0,0,0
SME_00493,retail,urban,1.8,15,male,24.0,2,9856,7483.0,0.15,6.0,1793.0,0.93,1,1.5,4387.0,3,28,0.22,0,0.36,0.24,0.56,0.13,0.27,0.32,0.32,0,0,0
SME_00494,agriculture,rural,6.6,4,male,40.6,3,8304,7357.0,0.17,19.0,2385.0,0.78,1,0.7,6061.0,4,18,0.32,1,0.4,0.24,0.55,0.59,0.49,0.39,0.34,0,0,0
SME_00495,agriculture,rural,2.5,6,male,24.8,1,18315,14988.0,0.1,16.0,5654.0,0.5,1,0.6,1250.0,5,21,0.46,1,0.31,0.24,0.52,0.68,0.17,0.37,0.32,0,0,0
SME_00496,services,rural,5.4,5,male,30.9,1,9807,7588.0,0.1,17.0,1928.0,0.34,1,1.7,3240.0,6,28,0.71,0,0.23,0.26,0.55,0.43,0.23,0.33,0.28,0,0,0
SME_00497,retail,urban,14.3,8,female,28.0,4,9849,8869.0,0.31,7.0,3393.0,0.91,1,2.5,2389.0,3,17,0.42,1,0.4,0.33,0.56,0.65,0.49,0.45,0.37,0,0,0
SME_00498,food,urban,0.5,10,female,30.7,1,14617,12778.0,0.1,29.0,3873.0,0.8,1,0.1,979.0,1,28,0.66,1,0.44,0.2,0.51,0.8,0.23,0.4,0.32,0,0,0
SME_00499,food,rural,3.5,7,male,31.5,1,17183,16055.0,0.4,30.0,6198.0,0.87,1,1.7,952.0,5,21,0.47,1,0.49,0.2,0.54,0.68,0.22,0.44,0.39,0,0,0
SME_00500,services,urban,3.4,7,female,31.4,1,19417,14395.0,0.23,11.0,6388.0,0.75,1,0.4,2321.0,1,24,0.64,1,0.37,0.27,0.52,0.78,0.23,0.4,0.32,0,0,0
SME_00501,agriculture,urban,11.7,3,female,48.0,1,22685,19561.0,0.1,53.0,8180.0,0.4,0,0.0,0.0,3,20,0.39,0,0.44,0.35,0.0,0.23,0.35,0.33,0.25,0,0,0
SME_00502,agriculture,urban,12.7,10,male,24.7,2,20645,15712.0,0.23,26.0,2189.0,0.57,0,0.0,0.0,2,24,0.47,0,0.31,0.39,0.0,0.28,0.28,0.31,0.31,0,0,0
SME_00503,manufacturing,urban,3.5,9,female,40.6,3,34145,31615.0,0.1,31.0,5909.0,0.19,1,0.7,215.0,4,30,0.32,0,0.23,0.26,0.52,0.19,0.5,0.33,0.25,0,0,0
SME_00504,services,urban,0.8,8,male,52.6,2,12611,9141.0,0.17,8.0,1602.0,0.76,0,0.0,0.0,2,32,0.91,0,0.3,0.23,0.0,0.55,0.5,0.29,0.29,0,0,0
SME_00505,retail,urban,4.8,9,male,31.8,2,5858,5062.0,0.48,1.0,1363.0,0.81,1,0.9,1257.0,5,25,0.29,1,0.32,0.21,0.53,0.57,0.33,0.38,0.38,0,0,0
SME_00506,tech,urban,0.3,7,female,29.4,3,54263,48716.0,0.19,50.0,19914.0,0.43,0,0.0,0.0,3,27,0.55,0,0.44,0.27,0.0,0.33,0.41,0.32,0.24,0,0,0
SME_00507,manufacturing,urban,4.6,7,male,35.2,2,26158,20632.0,0.1,43.0,6285.0,0.87,1,1.3,1937.0,5,30,0.79,1,0.51,0.3,0.54,0.87,0.36,0.47,0.47,0,0,0
SME_00508,tech,rural,7.2,10,female,52.2,3,57776,54225.0,0.39,3.0,20506.0,0.64,1,6.6,1531.0,2,28,0.08,0,0.31,0.35,0.64,0.05,0.59,0.36,0.23,0,0,0
SME_00509,services,rural,1.4,6,female,40.3,3,20214,18449.0,0.1,12.0,4005.0,0.88,1,0.9,3838.0,2,13,0.22,1,0.37,0.2,0.54,0.53,0.48,0.38,0.25,0,0,0
SME_00510,services,rural,3.0,6,male,31.6,1,13932,10779.0,0.4,27.0,2812.0,0.71,0,0.0,0.0,3,21,0.35,0,0.38,0.23,0.0,0.21,0.23,0.26,0.21,0,0,0
SME_00511,agriculture,rural,1.7,8,female,43.8,3,7552,5301.0,0.2,26.0,2784.0,0.62,0,0.0,0.0,3,30,0.57,1,0.4,0.24,0.0,0.74,0.53,0.33,0.2,0,0,0
SME_00512,tech,rural,1.7,11,male,24.8,2,49066,37985.0,0.18,49.0,11175.0,0.84,1,1.4,593.0,1,27,0.27,0,0.52,0.32,0.53,0.16,0.28,0.43,0.38,0,0,0
SME_00513,manufacturing,urban,1.1,8,male,46.2,4,21629,16661.0,0.57,4.0,7287.0,0.18,0,0.0,0.0,1,28,0.56,0,0.17,0.22,0.0,0.34,0.64,0.21,0.21,0,0,0
SME_00514,retail,urban,4.3,11,male,42.9,2,7678,7083.0,0.37,14.0,1313.0,0.59,1,0.8,1493.0,6,28,0.57,1,0.28,0.2,0.52,0.74,0.42,0.34,0.34,0,0,0
SME_00515,retail,urban,8.3,8,female,34.3,4,7028,6619.0,0.1,3.0,2703.0,0.07,1,1.3,1928.0,3,29,0.68,1,0.15,0.25,0.54,0.81,0.55,0.32,0.24,0,0,0
